tangoed	PST
senseless	None
debrined	PST
rectum	None
stewart	None
baa	NPST
etherealises	NPST
rouble	None
parboils	NPST
sod	NPST
craze	NPST
unimpeachable	None
gley	NPST
breach	NPST
proffered	PST
respectueuse	None
unestablishing	NPST
ninny	None
lithographing	NPST
proliferating	NPST
outbarring	NPST
bulls	NPST
adsignified	PST
synapses	NPST
ngon	None
forties	None
outflings	PST
petition	NPST
decompress	NPST
reverent	None
marcelled	PST
espaces	None
extubated	PST
golden	NPST
embezzled	PST
operationalised	PST
grafton	None
qualifies	NPST
finesse	NPST
donking	NPST
respires	NPST
forayed	PST
moderating	NPST
stump	NPST
remembered	PST
coagulates	NPST
revenging	NPST
whitelisted	PST
defaecating	NPST
strolled	PST
tolled	PST
subsided	PST
volken	None
dissemination	None
transplanted	PST
raring	NPST
pressured	PST
firks	NPST
nop	NPST
remanning	NPST
metonymizing	NPST
resistances	None
croft	None
bestimmen	None
sows	NPST
imprisoned	PST
gentrified	PST
initiated	PST
chanoine	None
upboils	NPST
appealingly	None
reverted	PST
straked	PST
sacring	NPST
privilege	NPST
turtles	NPST
variety	None
assures	NPST
misprinting	NPST
leonardo	None
airdropped	PST
måste	None
phoenicians	None
bristled	PST
contemplated	PST
fantastic	None
meowed	PST
appressed	PST
overshopped	PST
glared	PST
ham	NPST
criticizes	NPST
bicycling	NPST
gentrified	PST
melds	NPST
recrossed	PST
abnormalising	NPST
shank	NPST
biol	None
accrues	NPST
gybes	NPST
supplied	PST
cranked	PST
grundled	PST
atridden	PST
rethemed	PST
affirmed	PST
housekeepers	None
preset	NPST
ridge	NPST
copperplates	NPST
magnetified	PST
gregson	None
phase	NPST
eared	PST
tath	NPST
cavities	None
multitud	None
thrones	NPST
nape	NPST
termes	None
retreated	PST
unfailingly	None
fortressed	PST
catcher	None
centralised	PST
phished	PST
packets	NPST
ablauts	NPST
hastily	None
infest	NPST
corolla	None
apprehended	PST
skimmed	PST
defers	NPST
mulford	None
pamela	None
mining	NPST
spent	NPST
shet	None
oporto	None
helve	NPST
housebroken	NPST
eyndills	NPST
paddling	NPST
sagely	None
petite	None
bunker	NPST
parlayed	PST
encore	NPST
interns	NPST
underaiding	NPST
streamed	PST
likened	PST
commemorating	NPST
districted	PST
nominal	None
condensed	PST
seminole	None
seels	NPST
evomited	PST
winder	NPST
rebaselines	NPST
inlumined	PST
terrible	None
overheating	NPST
opposing	NPST
inebriate	NPST
pastor	NPST
lacked	PST
bismuth	None
plows	NPST
circumcised	PST
devoicing	NPST
suburbanized	PST
reorchestrated	PST
premiered	PST
inboxed	PST
outened	PST
daarna	None
pecked	PST
pyrographed	PST
burrowing	NPST
douglas	None
freaks	NPST
forpined	PST
hunc	None
bolshevized	PST
officer	NPST
upward	None
fielding	NPST
obsequiously	None
pique	NPST
sold	NPST
caractère	None
vergil	None
fameuse	None
handbook	None
halalised	PST
poulticing	NPST
alarms	NPST
disvelops	NPST
bloss	None
brieven	None
diagnostic	None
crush	NPST
teabagged	PST
humanised	PST
window	NPST
girlcotted	PST
postillion	None
cueing	NPST
copplestone	None
epoch	None
pitchfork	NPST
thwarting	NPST
exsiccated	PST
blubbed	PST
fletches	NPST
habitants	None
halfpence	None
lounging	NPST
niggled	PST
humiliation	None
complected	PST
beaucoup	None
shooed	PST
lowered	PST
clocks	NPST
bynaming	NPST
booted	PST
melled	PST
reverified	PST
furent	None
equiponderating	NPST
disputed	PST
ccc	None
dent	NPST
intubate	NPST
aggravated	PST
ticed	PST
reigle	NPST
returned	PST
serotyped	PST
chills	NPST
gush	NPST
turbocharges	NPST
aguinaldo	None
ranked	PST
schatten	None
ascend	NPST
biscuits	None
finessed	PST
unmasks	NPST
providential	None
transpired	PST
stufen	None
servitor	None
verschaffen	None
chiron	None
stil	None
byng	None
ensued	PST
stipulated	PST
creditable	None
impugned	PST
cooper	NPST
gleichheit	None
morgue	None
plagiarism	None
devoiced	PST
golde	None
crime	NPST
mcteague	None
progrès	None
chomped	PST
consumes	NPST
gail	None
enioys	NPST
catechizing	NPST
juxtaposes	NPST
supplaced	PST
domming	NPST
corroded	PST
aggregates	NPST
retrains	NPST
alcibiades	None
advent	None
roped	PST
emplacing	NPST
superficial	None
audited	PST
scheldt	None
fumigate	NPST
enhort	NPST
relied	PST
optimized	PST
reedits	NPST
womanised	PST
oak	None
abound	NPST
restyle	NPST
rehypnotizing	NPST
beetled	PST
bleep	NPST
treasure	NPST
formalises	NPST
versification	None
sees	NPST
translations	None
cleanse	NPST
supersaturated	PST
mastership	None
looser	None
leser	None
tutors	NPST
ransomed	PST
specialising	NPST
khalif	None
mislays	NPST
deterred	PST
primaried	PST
official	None
helved	PST
faintly	None
elkaar	None
frigged	PST
obtuse	None
remonta	None
interchanges	NPST
fortune	NPST
rearranges	NPST
solipsized	PST
ducted	PST
dishonored	PST
geocoded	PST
criticized	PST
puro	None
unabridged	None
commaunding	NPST
wittiest	None
egressed	PST
lumine	NPST
iter	None
englobed	PST
entituling	NPST
retested	PST
contused	PST
remobilized	PST
verve	None
profaneness	None
overshape	NPST
dialoguing	NPST
bezoek	None
fayetteville	None
reconditioned	PST
counterposing	NPST
scheming	NPST
passions	NPST
trusteeed	PST
critiqued	PST
perfidy	None
brokers	NPST
galaxy	None
snecked	PST
misstructure	NPST
technicalities	None
uhlans	None
proverbed	PST
sedentary	None
annulled	PST
trimerised	PST
abbreviated	PST
cliffhung	NPST
lukewarm	None
wege	None
blustered	PST
currycombs	NPST
discovers	NPST
hydrogenises	NPST
raised	PST
moonshine	None
platforming	NPST
dod	NPST
opes	NPST
endeavors	NPST
decriminalizing	NPST
clambered	PST
confiding	NPST
canaille	None
frase	None
piloted	PST
scrutinized	PST
hawmed	PST
atomise	NPST
released	PST
plundered	PST
wine	NPST
peloponnesian	None
remaindered	PST
regained	PST
cruise	NPST
offing	NPST
wogged	PST
avantage	None
regnier	None
uplinked	PST
archetypes	NPST
keynote	NPST
performances	None
airts	NPST
anneal	NPST
inconvenienced	PST
cornered	PST
fussy	None
crisscrosses	NPST
notify	NPST
surfaced	PST
waddling	NPST
deadbolted	PST
mclane	None
disposal	None
darting	NPST
ennobled	PST
ancora	None
reimbursing	NPST
sputes	NPST
gang-rape	NPST
neezed	PST
steer	NPST
grasshoppers	None
distracts	NPST
featherstitching	NPST
deliberates	NPST
canna	None
wanged	PST
prisoned	PST
incorporated	PST
accessed	PST
diphtheria	None
outskinned	PST
tamponing	NPST
bhimasena	None
lepic	None
verballing	NPST
decompartmentalised	PST
restyles	NPST
phrased	PST
gibe	NPST
durchaus	None
unaccountably	None
atomized	PST
maturely	None
disannuls	NPST
smelted	PST
retcons	NPST
blitzes	NPST
barbecued	PST
Muslimifies	NPST
patched	PST
reionized	PST
tryon	None
pyrolysize	NPST
remington	None
phenotype	NPST
gif	None
soeurs	None
overdid	PST
transfixed	PST
destructive	None
zucker	None
accordions	NPST
trined	PST
conditioned	PST
scrying	NPST
usually	None
fianchettoed	PST
monologued	PST
silenced	PST
gainsaying	NPST
infected	PST
magnitudes	None
inured	PST
lyke	None
cibot	None
cobden	None
mirrored	PST
overscheduled	PST
beni	None
downzoned	PST
crocks	NPST
annihilate	NPST
parching	NPST
cofired	PST
foes	None
reaffiliate	NPST
outram	None
supped	PST
lilled	PST
hohenlohe	None
inhabiting	NPST
intersects	NPST
flagstones	None
burden	NPST
rouped	PST
vith	None
psychs	NPST
belting	NPST
sympathize	NPST
apportant	None
sheepskins	None
fulfill	NPST
cumulated	PST
trayed	PST
klaxon	NPST
degreased	PST
bulk	NPST
protoxidizes	NPST
neighbouring	NPST
conspired	PST
escalating	NPST
mires	NPST
graphitised	PST
sloped	PST
zwecke	None
sulphured	PST
refinanced	PST
inscribed	PST
flocculating	NPST
unselecting	NPST
withdrawing	PST
dements	NPST
adduced	PST
schijnt	None
detokenized	PST
curlicuing	NPST
benjamin	None
besleeves	NPST
bludges	NPST
chase	NPST
matt	None
vrouw	None
cauponized	PST
grizzel	None
hillocks	None
lxi	None
jimmy	NPST
actuated	PST
nod	NPST
felonious	None
symbolise	NPST
bin	NPST
humored	PST
cankered	PST
verleden	None
fructifying	NPST
count	NPST
spontaneously	None
disembodied	PST
industrializing	NPST
wittingly	None
quo	None
yorked	PST
disputing	NPST
overhauls	NPST
calved	PST
weeted	PST
santers	NPST
tissued	PST
polkaing	NPST
olney	None
bulbectomizing	NPST
miguel	None
rehabbed	PST
bucket	NPST
deformities	None
terminate	NPST
languring	NPST
ingendered	PST
scarred	PST
perched	PST
cabane	None
curso	None
dewatered	PST
vitiated	PST
turtled	PST
unflex	NPST
marinading	NPST
appliquer	None
suits	NPST
andré	None
slangs	NPST
retires	NPST
overcrowds	NPST
caddying	NPST
dervish	None
rachael	None
rog	NPST
purring	NPST
overdiluting	NPST
sceptered	PST
sitteth	None
congratulate	NPST
adm	None
meted	PST
misinformed	PST
messo	None
clench	NPST
micah	None
aligns	NPST
damned	PST
cries	NPST
scurries	NPST
passageway	None
restocking	NPST
dunne	None
mapped	PST
prostrated	PST
receipted	PST
prefiguring	NPST
impenetrable	None
costumed	PST
baade	None
plummed	PST
disdained	PST
sacar	None
differential	None
lexing	NPST
fruitful	None
upstands	PST
bernaldez	None
hunted	PST
chasing	NPST
perverse	None
dovetailing	NPST
demonizing	NPST
rhine	None
rejoicing	NPST
montenero	None
besieged	PST
ignites	NPST
balks	NPST
jellies	NPST
schwarzenberg	None
corded	PST
feste	None
verdigrises	NPST
fowle	None
withdraw	NPST
dantzig	None
digitates	NPST
comforted	PST
viewing	NPST
backpropagating	NPST
strangway	None
circularized	PST
test	NPST
blossoms	NPST
étiez	None
pinched	PST
hatched	PST
condescended	PST
motherless	None
salutes	NPST
furnaced	PST
everted	PST
mobilized	PST
canopies	NPST
glueck	None
melded	PST
adjusted	PST
assents	NPST
declassifying	NPST
meshed	PST
idées	None
subsumes	NPST
chaplin	None
stapled	PST
misassigned	PST
inhaled	PST
biosynthesised	PST
transposed	PST
wif	None
urgently	None
submersed	PST
diverts	NPST
isora	None
cozened	PST
insbesondere	None
prodded	PST
lex	NPST
content	NPST
rudiment	None
fizzle	NPST
outcropping	NPST
unseaming	NPST
untenanted	PST
granularising	NPST
transplanting	NPST
feted	PST
soldiery	None
egotized	PST
faltered	PST
boxed	PST
overexpressed	PST
date	NPST
datestamped	PST
regasifies	NPST
unlimbers	NPST
priesthood	None
joisting	NPST
revered	PST
prattled	PST
thuillier	None
stockades	NPST
navigator	None
created	PST
doffed	PST
couch	NPST
bestream	NPST
tongued	PST
rucked	PST
misfired	PST
impermeabilize	NPST
globalized	PST
hounding	NPST
discolors	NPST
freerides	PST
beginners	None
batalla	None
bride	NPST
appreciated	PST
opprobrious	None
thees	NPST
disavows	NPST
mon	None
reflectorized	PST
entrez	None
daj	None
insulated	PST
extradited	PST
sociologized	PST
discourage	NPST
mn	None
satirical	None
asepticizing	NPST
role-plays	NPST
quirks	NPST
thwited	PST
brauch	None
internalize	NPST
höll	None
senor	None
postluding	NPST
flynn	None
utilized	PST
destabilizes	NPST
abdicated	PST
inestimable	None
derides	NPST
exemples	None
consular	None
cropping	NPST
toy	NPST
pollicated	PST
goggles	NPST
calendaring	NPST
transliterates	NPST
sanscrit	None
blonding	NPST
ridicules	NPST
overshooting	PST
cinna	None
dearie	None
expanse	None
chortled	PST
commented	PST
loop	NPST
spangling	NPST
masons	NPST
eternalized	PST
bewohner	None
betroths	NPST
emergencies	None
probed	PST
chained	PST
liaisoning	NPST
averring	NPST
anhalt	None
chucking	NPST
senesces	NPST
soane	None
plodding	NPST
encomiendas	None
bedwell	NPST
walrus	None
illum	None
geologic	None
immigrated	PST
rafted	PST
barbados	None
effigiated	PST
dysphemized	PST
dilated	PST
leagued	PST
turnpiked	PST
shrugged	PST
intertwisted	PST
causing	NPST
eases	NPST
virg	None
scraped	PST
poppy	None
baed	PST
sober	NPST
jaakko	None
rereleased	PST
biopsying	NPST
crockett	None
wonts	NPST
prefet	None
barneying	NPST
dictionary	NPST
substantives	None
ired	PST
mau-maued	PST
keyworded	PST
breastworks	None
fritzes	NPST
opportunity	None
coupée	None
haldin	None
oreille	None
nymphs	None
rugged	PST
ereignisse	None
inflame	NPST
transcended	PST
sceptred	PST
lucas	None
bearding	NPST
corralled	PST
reroofing	NPST
peyton	None
flares	NPST
empiricism	None
scarred	PST
passionless	None
saracinesca	None
abdicated	PST
contacts	NPST
pasteurized	PST
unnerved	PST
inflowing	NPST
bestowed	PST
hilma	None
wrists	None
établir	None
magna	None
smashed	PST
frist	NPST
resends	PST
double-times	NPST
creuser	None
fabre	None
sexperimenting	NPST
gargles	NPST
markham	None
render	NPST
debarking	NPST
skeat	None
petered	PST
awaken	NPST
music	NPST
bickering	NPST
becurse	NPST
upsnatched	PST
breathed	PST
boar	None
dictated	PST
personified	PST
spritzing	NPST
foiling	NPST
preferenced	PST
latch	NPST
ecclesiastic	None
cabbaging	NPST
tuum	None
undeceive	NPST
berming	NPST
resined	PST
wonder	NPST
powering	NPST
classique	None
jitterbugged	PST
gnasped	PST
cinq	None
melody	None
sipped	PST
rimed	PST
vic	None
setter	NPST
sallies	NPST
repair	NPST
husk	NPST
swooned	PST
cantilevered	PST
humor	NPST
latham	None
steaming	NPST
adorning	NPST
froze	NPST
mildened	PST
presaged	PST
preemployed	PST
defied	PST
cheaped	PST
sweeter	None
bebumped	PST
beaker	None
wintry	None
levanted	PST
sere	None
footered	PST
mangoed	PST
rook	NPST
blarneying	NPST
girdles	NPST
jolled	PST
looking	NPST
outrighted	PST
troughed	PST
abrooked	PST
trésors	None
traditioned	PST
locates	NPST
trumps	NPST
rectory	None
extols	NPST
believer	None
quicksand	None
furnish	NPST
unhexes	NPST
reheated	PST
valenciennes	None
prowls	NPST
editorialized	PST
travaux	None
outrank	NPST
misses	NPST
assever	NPST
peg-legged	PST
pienso	None
pranced	PST
revolved	PST
snouted	PST
frolicked	PST
imbraids	NPST
monopolizes	NPST
butled	PST
capitates	NPST
signor	None
aneles	NPST
bowman	None
misterio	None
parasitise	NPST
flowered	PST
paralyze	NPST
semicircular	None
impartiality	None
ousting	NPST
craving	NPST
trein	None
helloed	PST
familiarize	NPST
assassined	PST
sullying	NPST
recommended	PST
transgressing	NPST
ablaqueated	PST
pestled	PST
idiocy	None
incrusts	NPST
moor	NPST
individuated	PST
disillusioned	PST
ascribed	PST
reshaved	PST
surrounded	PST
spire	NPST
peopling	NPST
reviewed	PST
settee	None
soundtracked	PST
unveiling	NPST
tidied	PST
laundry	None
macgregor	None
harbored	PST
settler	None
sieben	None
unfrequent	NPST
housewiving	NPST
feasted	PST
bemuse	NPST
enderby	None
forrest	None
betes	None
pliny	None
fyra	None
ruined	PST
cachinnating	NPST
huckstering	NPST
dered	PST
catapults	NPST
squeaking	NPST
gust	NPST
covaried	PST
renationalise	NPST
french	NPST
standeth	None
beds	NPST
marlow	None
lensed	PST
stigmatised	PST
wholesales	NPST
trifurcating	NPST
vignettes	NPST
covenanted	PST
classics	None
reunify	NPST
pandiculated	PST
sq	None
zooms	NPST
plantagenet	None
fruit	NPST
miscarried	PST
ambroise	None
defæcated	PST
re-enacts	NPST
augurating	NPST
pudeur	None
orienteered	PST
treatises	None
shelter	NPST
backtracked	PST
schooled	PST
hoed	PST
ansbach	None
clustering	NPST
decussating	NPST
saine	None
beveils	NPST
squealed	PST
aerate	NPST
barricades	NPST
daggered	PST
wailing	NPST
impatient	None
putating	NPST
wising	NPST
ineffective	None
incubation	None
outwrested	PST
requalified	PST
objectionable	None
tagged	PST
sensed	PST
pelican	None
embracing	NPST
quetched	PST
zoology	None
regrooved	PST
gesprek	None
amelie	None
buttling	NPST
foregrounded	PST
fulke	None
ascii	None
modèle	None
blasphemies	None
Frenchified	PST
battled	PST
antarctic	None
priggish	None
nonplussed	PST
capitain	None
viimeinen	None
cased	PST
place	NPST
uncounted	None
sorte	None
gant	None
preconditioned	PST
tozed	PST
trampolines	NPST
tied	PST
easier	None
answer	NPST
execute	NPST
dering	NPST
vainqueur	None
whin	None
meandering	NPST
smugs	NPST
francaise	None
airing	NPST
sturred	PST
deurbanizing	NPST
dub	NPST
questa	None
harrington	None
sowing	PST
recrystallising	NPST
masturbated	PST
flung	NPST
rosined	PST
possed	PST
somersaulted	PST
occupants	None
meses	NPST
grecized	PST
draggled	PST
autem	None
consiste	None
padlocked	PST
moulders	NPST
enrage	NPST
devalorized	PST
oversampled	PST
unscientific	None
penalises	NPST
curran	None
unyoked	PST
fuzes	NPST
industrializing	NPST
bemasks	NPST
inventoried	PST
break	NPST
uncurled	PST
profeta	None
mismanage	NPST
towered	PST
germinates	NPST
pondering	NPST
meekness	None
lensed	PST
caliente	None
tawny	None
hotes	NPST
restituted	PST
contexing	NPST
overturned	PST
failed	PST
treed	PST
bumped	PST
infuriated	PST
burnished	PST
brothels	None
voodoos	NPST
concessioned	PST
ort	NPST
unfisted	PST
infatuate	NPST
gnarled	PST
jocose	None
anonymizing	NPST
thatch	NPST
grassed	PST
deduct	NPST
rehiring	NPST
decocking	NPST
misallied	PST
roped	PST
unmingling	NPST
tills	NPST
nights	NPST
determine	NPST
salifying	NPST
dijudicating	NPST
mismatches	NPST
promoted	PST
fewters	NPST
staging	NPST
experimentises	NPST
distroubled	PST
officiated	PST
fainted	PST
frankly	None
parrying	NPST
shenstone	None
overlay	PST
théorie	None
compact	NPST
devious	None
sep	None
sunburn	NPST
legers	NPST
rebuked	PST
estrellas	None
grenada	None
resegregate	NPST
mindfucking	NPST
symbolised	PST
maimed	PST
improbated	PST
retarded	PST
retrieve	NPST
fruitless	None
deshalb	None
jove	None
faxed	PST
reassumed	PST
standard	None
ashamed	PST
firstfruits	None
autre	None
imposthumating	NPST
tickled	PST
aniline	None
garners	NPST
guere	None
abdomen	None
reboarding	NPST
lemminkainen	None
merengue	NPST
gives	NPST
polygraphs	NPST
slummed	PST
rebutters	NPST
splurting	NPST
laser	NPST
glimpsed	PST
drovers	None
entailed	PST
co-wrote	NPST
torpid	None
sire	NPST
housed	PST
comport	NPST
museum	None
scraps	NPST
riddling	NPST
mooting	NPST
encysted	PST
raptured	PST
pooching	NPST
expeded	PST
saxo	None
enclothed	PST
barbare	None
visualize	NPST
impolitic	None
scerning	NPST
perte	None
intrigue	NPST
wurde	None
keynotes	NPST
infantilizing	NPST
brutalized	PST
bookended	PST
hilton	None
underacted	PST
kernels	None
soiree	None
hungary	None
geschah	None
altogether	None
toothing	NPST
bedre	None
whamming	NPST
amasa	None
recriminalizes	NPST
unbekannten	None
chen	None
satirized	PST
stigmatizes	NPST
stauffacher	None
drolled	PST
camisards	None
thinned	PST
lengthening	NPST
wiseman	None
vocalized	PST
saurais	None
reviendra	None
faking	NPST
sparta	None
patagonia	None
nitrifies	NPST
resinous	None
springboarded	PST
biotransformed	PST
donated	PST
overawing	NPST
unify	NPST
stated	PST
frau	None
balanced	PST
morgan	None
abered	PST
atomises	NPST
barnstormed	PST
assigned	PST
imponed	PST
ULed	PST
rated	PST
ferveur	None
misbelieving	NPST
futzes	NPST
intriguer	None
tournay	None
uprated	PST
overpaid	PST
oct	None
catheterised	PST
hiccoughs	NPST
silkens	NPST
stapled	PST
silanized	PST
publicated	PST
mothballing	NPST
buffered	PST
seamy	None
riches	NPST
drafting	NPST
ulloa	None
curvature	None
portaged	PST
destroied	PST
excaved	PST
yakity-yaks	NPST
carriere	None
gegenstandes	None
sickened	PST
immunized	PST
palmy	None
solemnized	PST
mistyping	NPST
commuted	PST
rerunning	PST
établissement	None
usury	None
routering	NPST
ethify	NPST
pythagoreans	None
david	None
rowed	PST
underslung	NPST
densifying	NPST
sylvan	None
displays	NPST
welcomes	NPST
readjustment	None
deglazes	NPST
amplify	NPST
dries	NPST
badded	PST
inclined	PST
ranched	PST
inhered	PST
suffrages	None
circumfix	NPST
furdles	NPST
ice-jacks	NPST
rubricked	PST
pyramidalized	PST
fists	NPST
naped	PST
tokens	NPST
standardizes	NPST
incentivizing	NPST
decalcified	PST
seconds	NPST
refuser	None
transferred	PST
slights	NPST
vapouring	NPST
tuckering	NPST
turfing	NPST
confiance	None
seconded	PST
régiment	None
tendons	None
dun	NPST
gawd	None
prorogued	PST
mispronounced	PST
masculised	PST
okay	NPST
nombreuses	None
latching	NPST
skirted	PST
improved	PST
standardise	NPST
oughter	None
brahm	None
antagonizing	NPST
enthroned	PST
vent	NPST
penetrative	None
nightfall	None
diplomacy	None
wij	None
necromancy	None
meddled	PST
uncircumcised	None
confiding	NPST
colocalized	PST
plagiarises	NPST
gaslighted	PST
geosequestered	PST
sacrilege	None
sueur	None
crabb	None
grouping	NPST
undone	NPST
celestified	PST
free	NPST
browbeaten	PST
degassed	PST
fiery	None
harrel	None
outniggers	NPST
batmobile	NPST
transversely	None
boomed	PST
randomizes	NPST
theories	None
aurez	None
repolished	PST
dropt	None
thudded	PST
provokingly	None
sicilia	None
complicates	NPST
wrangled	PST
disclaundered	PST
regot	NPST
rebarbarized	PST
roi	None
unleashing	NPST
lovely	None
timeshifts	NPST
sorghum	None
mammonizing	NPST
regerminated	PST
vorteil	None
assassinated	PST
napalms	NPST
upbarred	PST
flecked	PST
gloppened	PST
intermediated	PST
belute	NPST
jests	NPST
fails	NPST
relented	PST
impaling	NPST
burr	NPST
berends	PST
clothespinned	PST
ribbing	NPST
whistle	NPST
embezzled	PST
outbred	PST
color-coordinated	PST
fullering	NPST
whammed	PST
hab	None
legged	PST
depletion	None
dorp	None
huic	None
passengers	NPST
ponged	PST
vinegars	NPST
hoaxing	NPST
victimising	NPST
defect	NPST
perspiration	None
anacreon	None
swirls	NPST
tito	None
nearness	None
gaetano	None
blesse	None
barriers	None
submerged	PST
overhang	NPST
affeared	PST
montfort	None
discandies	NPST
secretaryship	None
annihilated	PST
ligaturing	NPST
inchants	NPST
paremmin	None
deeps	None
molds	NPST
springing	NPST
hindi	None
chrysanthemums	None
reticulates	NPST
toplines	NPST
insure	NPST
faggot	NPST
asphyxiating	NPST
cashiered	PST
unbalancing	NPST
disdainfully	None
retuned	PST
greps	NPST
hulot	None
allocate	NPST
intensely	None
turchi	None
finances	NPST
least	None
actually	None
remelted	PST
depalletized	PST
overstock	NPST
forgiving	NPST
needed	PST
inglorious	None
walled	PST
felched	PST
nil	None
mouthfucks	NPST
flagrantly	None
hounded	PST
proffered	PST
zooms	NPST
coeurs	None
undefined	PST
neglected	PST
foretelling	PST
buckled	PST
intentional	None
daggling	NPST
respected	PST
freights	NPST
fleme	NPST
missioned	PST
spawned	PST
recompenses	NPST
chow	NPST
samples	NPST
prized	PST
Microsoftifies	NPST
unwrapped	PST
paralysed	PST
falter	NPST
possessions	NPST
sevilla	None
blueness	None
underhydrate	NPST
siking	NPST
hoose	None
populus	None
favor	NPST
delegitimizes	NPST
patchwork	NPST
deputizing	NPST
grouts	NPST
premasticating	NPST
discriminating	NPST
incurved	PST
bootblacked	PST
systemize	NPST
caste	None
whine	NPST
enthralled	PST
underworked	PST
satisfying	NPST
hillyard	None
blindstitched	PST
materializing	NPST
veterinary	None
intuited	PST
wanding	NPST
rambles	NPST
acetic	None
coruscated	PST
maltreat	NPST
overcut	NPST
mimes	NPST
glomerating	NPST
debrained	PST
syv	None
eulogizing	NPST
phelps	None
usurpation	None
cute	None
disadvances	NPST
doctor	NPST
accessioned	PST
cantonments	None
freedoms	None
turreted	None
tenfold	None
pipes	NPST
griced	PST
resonating	NPST
remotest	None
rewarming	NPST
registrating	NPST
visst	None
dignosced	PST
geals	NPST
obesified	PST
lacking	NPST
listens	NPST
rescinds	NPST
tribunes	None
arcadian	None
