kidnappaukset	None
muslimeita	None
harjoittivat	Past
muuttuivat	Past
pärjätty	Past
katsotaan	Present
oppinut	Past
mäkihypystä	None
lontoolaiselle	None
kiivetty	Past
sanoitettu	Past
lihansyöjäkasveja	None
mollukasta	None
ammattilaistu	Present
sukeltaa	Present
pidätä	Present
hioutui	Past
translitteroikoon	Present
vaihtoivat	Past
näennäistieteellisellä	None
tutustutti	Past
sakaristoon	None
keskusteluohjelmissa	None
sovellan	Present
kristologioiksi	None
antonyymeittä	None
pyöritellyt	Past
harjoittele	Present
työstäkäämme	Present
ujuttaa	Present
huhuille	None
harhailin	Past
säilytettävä	Present
kiisteltiin	Past
normalisoitu	Past
huomioiva	Present
vapautuva	Present
lähestyvät	Present
soudettu	Past
nuotinnat	Present
juoksupoika	None
ilmoittauduttava	Present
kirskuttanut	Past
raiskataan	Present
kaupunkimaistit	Past
viehättivät	Past
boraateista	None
germaanista	None
purkautuisi	Present
vauhditti	Past
teetti	Past
keisareille	None
pelastajia	None
startannut	Past
vähättelee	Present
koodaava	Present
pimennetty	Past
säilyttäisin	Present
kampesin	Past
puhuteltiin	Past
laimenee	Present
soittavat	Present
dopattaisiin	Present
ahjoon	None
korjauksista	None
väärennöksiksi	None
tavuttuu	Present
matkustajana	None
äännetään	Present
televisiodokumentin	None
muulilla	None
poiketaan	Present
värvätty	Past
ohjeissa	None
havainnollistettiin	Past
pestasi	Past
kilpistyi	Past
suodattaa	Present
täytettävä	Present
ilmoitetaan	Present
kierrellyt	Past
selityksissä	None
leikkautti	Past
ennustaa	Present
murskaava	Present
pilkistää	Present
kilvettömiltä	None
kohtelee	Present
käsilaukku	None
enteilee	Present
suojattu	Past
juhlistavat	Present
suhtautuivat	Past
lumikki	None
selvittänyt	Past
kaakaopuu	None
tilasivat	Past
ripustetaan	Present
magnesiumkloridi	None
nukahti	Past
kiihtyy	Present
ainesosista	None
painavampaa	None
istutettiin	Past
hieroi	Past
voiteli	Past
paiseita	None
kompastui	Past
graavikalan	None
puoltaisi	Present
kaihtanut	Past
edesauttavat	Present
skannasi	Past
varsova	Present
tiedätte	Present
porattiin	Past
alennuitte	Past
sarvivälkettä	None
kypsetkööt	Present
ryhdy	Present
editoidaan	Present
sanoit	Past
abstraktista	Present
keskustellut	Past
pätöteho	None
noudatamme	Present
mokannut	Past
protestantteihin	None
keittobanaanin	None
molon	None
rakastamme	Present
jakautunut	Past
viisut	None
toksisia	None
testattava	Present
myrkytetty	Past
viihdyttivät	Past
onnellistuttaisivat	Present
internoitiin	Past
vanhustenhoidon	None
ilahtunee	Present
kartoittanut	Past
pussailtu	Past
lakkoilivat	Past
optiolla	None
työllistävä	Present
toteutunut	Past
väkijoukko	None
totosit	Past
elättivät	Past
paikkasivat	Past
ylenee	Present
luurankomainen	None
uhkailivat	Past
rappiotiloja	None
ruskohiililtä	None
säikyttää	Present
vääntäydyttävä	Present
liberaalistanevat	Present
muistelivat	Past
liittyisivät	Present
säilyttivät	Past
avattiin	Past
pidätetty	Past
leijailee	Present
plakkarissa	None
kuolin	None
armeijaksi	None
hajaannuksia	None
pelkistyvät	Present
kilvet	None
yleisimpänä	None
korruptoituneet	None
ottelupalkkiona	None
muistettu	Past
pahennet	Present
uutistoimistoa	None
tajuttiin	Past
taituroitiin	Past
suosittelevat	Present
yksiköittäisivät	Present
säilyvät	Present
laikan	None
viruksella	None
tutkinut	Past
narskahdetaan	Present
silvottu	Past
ennustaisi	Present
unissakävijöiden	None
kadehtii	Present
varista	Present
allekirjoitettava	Present
päivystävät	Present
sähköistä	Present
ehdotettiin	Past
hemmoteltaisiin	Present
kähisset	Present
höyryyntyi	Past
öljyvarat	None
unohtuisi	Present
suojautunut	Past
varmistautunet	Present
kiteyttää	Present
tarkenee	Present
teologiseen	None
suprajohtavuutta	None
ponnisti	Past
veloittavat	Present
eteishallin	None
viljaan	None
joustaa	Present
värittää	Present
avaava	Present
pakotettiin	Past
limaan	Present
poistunut	Past
limaannuttaneen	Present
mainostetaan	Present
kynttäkööt	Present
taloudenhoitajaksi	None
sponsoroinut	Past
videonauha	None
astahdettu	Past
pehmeni	Past
myöntyivät	Past
lastasivat	Past
ehtiä	None
hauskan	None
vastattava	Present
kysykää	Present
tiukensi	Past
horjutti	Past
karvonen	Present
ajettunette	Present
ohjelmointikielille	None
luvattiin	Past
sprinttihiihdossa	None
hallitsisi	Present
derivaattana	None
muotoutuu	Present
tuotteelle	None
heittänyt	Past
sotkeennuttiin	Past
säädettävä	Present
peruskoulutuksessa	None
vastusta	Present
osattu	Past
muutetaan	Present
suikeat	None
hukkui	Past
haittasitte	Past
kasviöljyjä	None
jyrsitty	Past
kahlittu	Past
vakioinen	Present
vellonen	Present
lopetti	Past
kuntoutukseen	None
natriumsyanidit	None
ylpeyttä	None
omaksutaan	Present
tikahtuisi	Present
täsmentänyt	Past
vähätellee	Present
aamuvarhainen	None
lihavoitu	Past
kansanmusiikkia	None
vaimenevat	Present
risotto	None
varustaa	Present
pitsit	None
ekomatkailuin	None
sauvasolua	None
lannoittuisivat	Present
nisäkäslajeja	None
vähentyi	Past
ryyppäsit	Past
coulombi	None
spekuloitu	Past
voimistaa	Present
tappelee	Present
väitän	Present
puikkiva	Present
esität	Present
naksuttelisi	Present
avannut	Past
uskalla	Present
romahduttivat	Past
ristesivät	Past
tiheydet	None
lajittelevat	Present
murentunut	Past
juonnettu	Past
pitkästynyt	Past
heijastaisitte	Present
osuva	Present
kuihtuivat	Past
selvimmin	None
kulttuuristen	None
menetellen	Present
tanssisaleja	None
omaksuttiin	Past
migraatiota	None
pamautettiin	Past
osunet	Present
yhteyspäällikköineen	None
lahjoitti	Past
pellavaa	None
uppoava	Present
muodostuisi	Present
vitsaillaan	Present
vesittyisin	Present
ilmoittaudutaan	Present
hahatitte	Past
huoltajia	None
perustelen	Present
muodostava	Present
suosittanut	Past
valvoi	Past
karkotettaisiin	Present
toisivat	Present
laskeutumista	None
ähkyn	Present
uudistuivat	Past
määritettiin	Past
polveutunut	Past
pilkotaan	Present
vankiloissa	None
jaettu	Past
jäljittelevä	Present
otsonisoitakoon	Present
löytyisi	Present
myönnyttävä	Present
tuplaisitte	Present
suhtauduttu	Past
vääntänyt	Past
keiloja	None
leusiini	None
kiusoittelee	Present
päätyvä	Present
kysyit	Past
säästävä	Present
jäädytettävä	Present
suuttukoot	Present
sukaattisitruunoilla	None
kilpailijoilta	None
tiedostaa	Present
lapa	Present
kirjoittaisimme	Present
toteemipaaluitta	None
synnissä	None
valmentava	Present
matkustavat	Present
tienoot	None
diskurssien	None
miellä	Present
pelastuisi	Present
tuomitsivat	Past
kehittänyt	Past
kyselevät	Present
freesin	None
selviydy	Present
kertalukuun	None
kuopattiin	Past
pilvetkööt	Present
suostutteli	Past
treenasi	Past
syrjitty	Past
suljettava	Present
siedetty	Past
kallonmurtuman	None
lajitteli	Past
lomaili	Past
aloittanee	Present
paastonnemme	Present
huutanen	Present
tuulet	Present
katsellut	Past
toistuvat	Present
siirtäkää	Present
oivaltanut	Past
peräsi	Past
kaavitaan	Present
ometan	None
ikään	Present
uteliaisuuden	None
istutetaan	Present
monimutkaistuit	Past
masentava	Present
aleksitymioista	None
aikaansaivat	Past
mainitsit	Past
törmäävät	Present
kaiut	Present
omistava	Present
pakkaan	Present
aikaistaa	Present
gurut	None
hienonen	Present
vedetty	Past
supistunee	Present
herättäisi	Present
säästä	Present
heliometreissä	None
puolustautunut	Past
hengittänyt	Past
siistinyt	Past
vihertävä	Present
sovittaa	Present
havainnollistuu	Present
huvittavat	Present
kiinnittäisin	Present
hymyillen	Present
hyökännet	Present
vangituttaa	Present
pyhäköt	None
kotieläimillä	None
valitusvirret	None
kiistellyt	Past
raidallista	None
yleistajuinen	None
tiedotettiin	Past
suodaan	Present
proteideiksi	None
työvuoroa	None
katkeaisi	Present
raiskaavat	Present
sykloheksaanin	None
purkautuva	Present
haukuttiin	Past
kauheaksi	None
kertaistunut	Past
kotieläimiä	None
kiekuu	Present
nimitettävä	Present
korvautukaa	Present
kutterin	None
koristelevat	Present
koristi	Past
kostui	Past
velo	Present
galvanoitu	Past
nakertaa	Present
kenttäpelaaja	None
selostin	Past
peritään	Present
demokraattistunemme	Present
käyttävät	Present
koitin	Past
verottanut	Past
natseilta	None
auttanee	Present
kihlautuu	Present
metalli	None
muistiossa	None
jakautuu	Present
silvittäköön	Present
soundiin	None
ryhtyisi	Present
katsokoon	Present
sahoista	None
henkäistiin	Past
karttuu	Present
tyrkytettäköön	Present
depression	None
duunasi	Past
hyökkäisivät	Present
osallistut	Present
lasit	None
kiteytyi	Past
aivopesee	Present
elegantti	None
hölmöilty	Past
hohkaava	Present
vierailevat	Present
liipoitta	None
uhkaillaan	Present
nielaisevat	Present
työskentele	Present
työntävä	Present
lähtökohtana	None
paseerailen	Present
kuvalehtien	None
hakkasi	Past
hakeutuivat	Past
hankkii	Present
venyvä	Present
rabbia	None
luistoksi	None
esitelty	Past
tartuntoja	None
valmensit	Past
soittajilla	None
hautautuvat	Present
roomalaisista	None
irtisanoi	Past
surrealismia	None
immunisoinette	Present
rallissa	None
välttyivät	Past
tiltaltin	None
vedä	Present
ortodoksisista	None
omppu	None
diabaasia	None
epämääräisiä	None
teokraattisitta	None
synnyttänyt	Past
pamissen	Present
kylpee	Present
luistellaan	Present
isoympyrää	None
koostettu	Past
inhoan	Present
stoalaisille	None
löyhkän	None
tottelevaisuudesta	None
kaivautuvat	Present
popularisoinut	Past
maanviljelijäksi	None
säestettiin	Past
korotutit	Past
lääketieteestä	None
pidätettiin	Past
halkeaa	Present
lepäisit	Present
pysyi	Past
tuottavat	Present
sisältyivät	Past
poissulkeva	Present
absorboituu	Present
kovimmat	None
uskoteltiin	Past
kuuntelen	Present
horjutitte	Past
annostellaan	Present
epistemologian	None
näkisin	Present
tiedetty	Past
epidemioina	None
sisäkatossa	None
liityttävä	Present
syksyinen	None
innostunut	Past
lukutaitoja	None
jaoteltiin	Past
näkymättömiä	None
peseytyvät	Present
kapitalisoitaisiin	Present
harjoittelisi	Present
kesti	Past
murtuu	Present
risteytykseen	None
sääntelee	Present
havittelevat	Present
sulavesijoilta	None
tulehtuvat	Present
fidžinsimme	Past
valvottu	Past
rohkaistiin	Past
hirtti	Past
havaitse	Present
keikkaillen	Present
irtosi	Past
rikkoutuu	Present
ajasta	Present
sietää	Present
kaasuttaisivat	Present
merkannut	Past
hämmentänyt	Past
inhoaa	Present
kiristyy	Present
yhtiöitetty	Past
takaus	None
adoptoinut	Past
seurattaisiin	Present
hormonit	None
lisäksi	None
hyväksyttävät	Present
analysoida	None
kilisytimme	Past
laske	Present
havainnollistetaan	Present
sivupainosta	None
oletamme	Present
tarjoaa	Present
vilkastuivat	Past
strategioista	None
ravistetaan	Present
nimitettiin	Past
pingotettu	Past
kiirehdittiin	Past
alkaisivat	Present
afroaasialaisiin	None
aatrassa	None
eletään	Present
tanhuttaisiin	Present
sinä-muotoisilta	None
löydätte	Present
kiinnostuu	Present
kilpailutetaan	Present
levennettiin	Past
siivonnut	Past
vanhenee	Present
pelkistin	Past
vieraalla	None
eristynyt	Past
vanhene	Present
rajaisi	Present
listasin	Past
jyrkölle	None
venyvät	Present
nopeuduitte	Past
katkaistava	Present
höyrystää	Present
soitat	Present
siirtyvät	Present
latautuvat	Present
laskelmat	None
rynnisti	Past
taisteli	Past
villaisella	None
kumotaan	Present
torjutaan	Present
valuva	Present
viittasivat	Past
uskaltaisin	Present
huuhtaistaisiin	Present
joogaan	Present
revennyt	Past
kirottiin	Past
imaisevat	Present
yhtenäistettäisiin	Present
pimensi	Past
tärisee	Present
turhautunut	Past
todisteet	None
yliluonnollisilta	None
pilkkoi	Past
pineeni	None
eroteltiin	Past
diplomatialla	None
katat	Present
aloittakaa	Present
sairasteli	Past
lisäävät	Present
laukeaa	Present
keitettävä	Present
rullattu	Past
perustuu	Present
istutti	Past
poistamme	Present
rakastui	Past
muinaispreussin	None
tornipöllöjen	None
hautaan	Present
ajoittavat	Present
kehittyvät	Present
myönnettävä	Present
morjenstatte	Present
sädettävät	Present
monimutkaisine	None
turvaan	Present
jäljitteli	Past
luokittele	Present
mainosti	Past
lopettanut	Past
tähkiöllä	None
tamponit	None
jatkaisi	Present
raatelunokista	None
helisköön	Present
laimistunemme	Present
sementoisimme	Present
pienennytty	Past
sijoittuu	Present
järvikorte	None
välierissä	None
itäsuomalaisen	None
määräytynyt	Past
kehittivät	Past
peukaloitu	Past
havaitsivat	Past
otsikoitiin	Past
jorattaisiin	Present
ohjeistetaan	Present
imperialistisen	None
puolueen	None
oletettiin	Past
kustansivat	Past
magneettikentällä	None
aloitteellista	None
kaivautuivat	Past
riippui	Past
huudetaan	Present
sisällyttänyt	Past
rommin	None
kirkastunut	Past
sotilaalliseen	None
tekaistu	Past
epäolennaista	None
pyöritetty	Past
loitonnumme	Present
ruiskuttaa	Present
avita	Present
loiske	None
pimittäköön	Present
hirnunen	Present
älylliseksi	None
torjuu	Present
moduloidaan	Present
tarjoa	Present
blokkiinnuttu	Past
selaimiin	None
käytit	Past
opetetaan	Present
kiristetään	Present
ilmetty	Past
sisemmällä	None
näyttelevät	Present
raivosi	Past
vaaravyöhykkeessä	None
yleistyy	Present
nykyaikaistaa	Present
hipiä	None
purskahtaa	Present
vangitsi	Past
leutonivat	Past
piiloutunut	Past
avautuivat	Past
lomittuvat	Present
notkahti	Past
tähtäämme	Present
uhrattava	Present
empii	Present
hämärtänyt	Past
maadoita	Present
päällikköinä	None
utelee	Present
alitti	Past
siirtomaahan	None
etiketöisi	Present
vastaanottavat	Present
vivuttu	Past
huumausainerikokselta	None
puhkaistiin	Past
miellän	Present
askarruttanut	Past
käsitteen	None
harvenivat	Past
edustunut	Past
lypsetään	Present
lumisen	None
täytän	Present
rengastettiin	Past
hiotaan	Present
lossille	None
nuoleskelemme	Present
änkyttää	Present
kajottikurpitsassa	None
kuivatettiin	Past
gorilla	None
kritisoidaan	Present
lampuissa	None
työnantajana	None
elelee	Present
hoidettaisiin	Present
muokkasi	Past
ystävystyivät	Past
riitasointuja	None
piilotettu	Past
varjostin	Past
avoveteen	None
tulostuvat	Present
jarruuntuisit	Present
erotin	Past
työväenyhdistyksestä	None
heruvat	Present
huononsi	Past
syytetty	Past
arktisiin	None
lisenssi	None
soluttautui	Past
katetaan	Present
miehiseksi	None
kustannukset	None
ponnisteli	Past
erkani	Past
nymfeiksi	None
vilahtavat	Present
kierittävät	Present
jalostettava	Present
taksisuhareineen	None
kostaa	Present
kelotu	Present
tankkaus	None
erilaistunut	Past
lohkesi	Past
raihnauduttava	Present
karmaisevan	None
huuhtelee	Present
säilytä	Present
kiipeilevä	Present
suihkuttaa	Present
suolajärvet	None
valtavana	None
elinkeinoa	None
mahtaisi	Present
asfaltoisi	Present
kivititte	Past
polyesteristä	None
hiippakunnasta	None
merkittäisiin	Present
tartutti	Past
hylättäisiin	Present
valitteli	Past
mallinnetaan	Present
neliökilometriin	None
krematoisin	Present
poistu	Present
äkeilisin	Present
toteavat	Present
tarkasteltava	Present
öljyä	Present
sarastaa	Present
jäsennelty	Past
bruukkasi	Past
istuksittava	Present
institutionaalistuttakoon	Present
talonpoikien	None
polytekniseksi	None
vulgaarilatinasta	None
syttyisi	Present
mestataan	Present
haasta	Present
henkäilisitte	Present
ostopokereina	None
luonnehditaan	Present
häiritsevien	None
tiedonantoa	None
liekillä	None
translitterointi	None
kuvittelen	Present
vastaatte	Present
lykkäsi	Past
haastanut	Past
tuuletti	Past
leijui	Past
arboristissa	None
kumottaisiin	Present
yhdenmukaista	Present
yllättävä	Present
tavoittelevat	Present
perehdyttämisiksi	None
eksyttää	Present
purkujen	None
kostettiin	Past
vierähti	Past
heijasti	Past
seurattiin	Past
kiehnäsit	Past
kaipaamme	Present
vahvistuisi	Present
nelinkertaistaa	Present
noudattavat	Present
kiihdyttäisi	Present
horjahti	Past
sähköinen	None
pullottaa	Present
ajoituksessa	None
sotajoukkojen	None
yritä	Present
pauhaava	Present
verenvuodatuksen	None
yleisissä	None
ulottunut	Past
ruvetaan	Present
avustuksen	None
toimittaisi	Present
murtunut	Past
konsulien	None
kaupunkilainen	None
aaltomaisessa	None
opetuslapseksi	None
tunnustivat	Past
bugeista	None
tonkikoot	Present
kiistänette	Present
välimuisteitta	None
saarrettu	Past
kimmahduttakaamme	Present
diskattiin	Past
korotti	Past
spurtannut	Past
komensi	Past
hiljensi	Past
voitaisin	Present
haukunnassa	None
tarkistaa	Present
sisusti	Past
hidastavat	Present
ennakkosuosikkeihin	None
vaalennette	Present
tarkennettiin	Past
roiskisit	Present
viilentävät	Present
brasilialaiset	None
seurattu	Past
haastattelivat	Past
maksuttomaan	None
nurmetuttaneen	Present
elämäkerta	None
disposition	None
merimiinoja	None
perushyödykkeinä	None
kovenivat	Past
huoltanut	Past
yhdistetään	Present
muokkaat	Present
repeää	Present
irrotetaan	Present
pistelee	Present
loppusarjaan	None
maantieteilijöiden	None
päivystävä	Present
höllentäisivät	Present
ammentava	Present
allekirjoittavat	Present
jakautuisivat	Present
selontekoa	None
valtiosihteerin	None
kuohun	Present
kabareissa	None
hautakumpu	None
vahingoittuivat	Past
rajuissa	None
murisee	Present
haavoitti	Past
joutaa	Present
T-paidoilla	None
ilahtunut	Past
apettu	Past
muokattiin	Past
vietit	Past
nouskaa	Present
kirjailisi	Present
edistytty	Past
mätä	Present
karvaisia	None
konferenssit	None
hirsitalojen	None
kasteella	None
hyökkääviksi	None
aiheettomaksi	None
sohaistakoon	Present
esperantosta	None
lennä	Present
uusklassismi	None
uhrautuu	Present
määrättiin	Past
kumartaa	Present
liitti	Past
jylhistyitte	Past
oleillut	Past
diversifioitaisiin	Present
ristiinnaulitaan	Present
latinalaisamerikkalaisen	None
vahvisti	Past
klaanista	None
hyväksyttiin	Past
vaihtavat	Present
huijaavat	Present
kylmeni	Past
silmäilin	Past
pysäytetään	Present
jäljittelee	Present
histogrammi	None
kerrosta	Present
kolkuttaa	Present
kloonattu	Past
lahjoitettu	Past
härnätkööt	Present
tipahtivat	Past
valtuutettu	Past
älyllistettävä	Present
puhkaistaan	Present
käämittäköön	Present
rikkoivat	Past
kronikan	None
seinäkalenteri	None
koodataan	Present
litistetty	Past
polvistua	None
helmiveneiden	None
oranki	None
karkeuttanet	Present
naamioituvat	Present
kompastunette	Present
syövyttävät	Present
nivoutuisin	Present
kytee	Present
kerittiin	Past
odottamattomat	None
ampuisivat	Present
transkriboidaan	Present
astutaan	Present
satunnaismuuttujia	None
komista	Present
yrittänyt	Past
yläluokkana	None
passivoikaa	Present
näyttäytynyt	Past
tornina	None
värväytyivät	Past
astronauttia	None
riittänyt	Past
purkautuvat	Present
vahvistunette	Present
menetelty	Past
sertifioinut	Past
iskevät	Present
neuvostoliittolaisista	None
ateistin	None
painostettiin	Past
pussitetaan	Present
maustettu	Past
päänahkaan	None
velvoittaa	Present
pukeutuva	Present
osuivat	Past
asuttava	Present
korjautti	Past
jälkisanat	None
bensa	None
ehdyttänemme	Present
haikaili	Past
erottelee	Present
joutuvat	Present
rantautumisesta	None
kilpaileva	Present
isokokoiset	None
veljeksiltä	None
printannevat	Present
tuotettu	Past
heviä	None
soveltavat	Present
pätevät	Present
pullakot	None
tuplasi	Past
perustu	Present
luonnehdittu	Past
laiskiinnuttaneen	Present
kirjoitettu	Past
puhallutettiin	Past
pyörittelee	Present
ymmärtää	Present
valevahverolla	None
oletettuun	None
liikakansoituksista	None
tahdistin	Past
palelluta	Present
toit	Past
merivallan	None
rajattiin	Past
mojito	None
aikuisuuden	None
antautuisivat	Present
kohtalo	None
vilkaisen	Present
juhlavia	None
alkoivat	Past
kahlittiin	Past
turpoavat	Present
voittajan	None
pakkolunastaa	Present
näyttänyt	Past
voimanlähteinä	None
vihjaavat	Present
erikoistuneilla	None
hertsittä	None
närkästynyt	Past
lävistäjämatriisi	None
vakuuttuu	Present
seepiaa	None
huolii	Present
arvostellen	Present
kakata	Present
puukottaisin	Present
noteerata	None
korvaava	Present
karsinut	Past
seurustelee	Present
metsätyypit	None
piiloutuvat	Present
minimipalkan	None
elementtien	None
modernisoitui	Past
jäätyvät	Present
ehdotetaan	Present
sekoittavat	Present
skeittauksen	None
horjuva	Present
syyntakeisiin	None
hajottamisesta	None
manien	None
ennätettiin	Past
aavikoituisin	Present
loppuotteluun	None
itseohjaaville	None
antautuivat	Past
elvytetty	Past
lastulevystä	None
virittänevät	Present
hymyile	Present
rekyyleineen	None
mesottakoon	Present
elättänyt	Past
kurjista	Present
lauennut	Past
pidättäytynyt	Past
vetäydyn	Present
lasipullojen	None
jatkamme	Present
matemaattista	Present
saldolla	None
motellin	None
lastuava	Present
pudottanut	Past
viljelevät	Present
pudottaneen	Present
valvoisi	Present
kruusauksella	None
vilkastunut	Past
varautuivat	Past
sähissyt	Past
peltopyy	None
uimastadionin	None
nostattava	Present
vaikeutuvat	Present
korjaannu	Present
täyttänyt	Past
fudannemme	Present
kuivuivat	Past
tutkitaan	Present
pöytään	Present
kuvastin	Past
huoraisitte	Present
ylläpitävä	Present
vesitiiviyksiä	None
paikannimestä	None
tivolista	None
ennenkuulumattomalla	None
ohitti	Past
vaiettiin	Past
ahvenanmaalaiset	None
tiivistin	Past
väritä	Present
ajelehtiva	Present
laukesit	Past
herut	Present
kaupunginorkesteria	None
jutellaan	Present
pupeltaisit	Present
hirvestä	Present
jänistäisit	Present
koristeli	Past
aktivoinemme	Present
akustiset	None
toimittanut	Past
raajaparia	None
urheilutoimittajan	None
amiraaliksi	None
elinaika	None
kilahdin	Past
edellyttänyt	Past
suutele	Present
suojaudutaan	Present
harhautuivat	Past
listattu	Past
viettänyt	Past
kisannette	Present
kokonaisluvuissa	None
poliittistakoon	Present
skotoomasta	None
loikannut	Past
kumuloiduttava	Present
alista	Present
ruksittava	Present
kuormattiin	Past
olet	Present
tuomitsevan	None
pääsykokeita	None
siivottava	Present
polyeteeniä	None
osallistuu	Present
risteydy	Present
lähden	Present
hipovat	Present
alkanee	Present
hetkutit	Past
tuomiovirheisiin	None
jakelevat	Present
kehottaa	Present
liisaisit	Present
ranskansi	Past
rottweiler	None
koventaa	Present
aloitat	Present
juhlisti	Past
kehräsi	Past
englanninvinttikoira	None
pujotteluun	None
alkukirjaimella	None
pidettiin	Past
näännytettiin	Past
lajiudu	Present
saavutettaisiin	Present
sanoutuivat	Past
pakollista	Present
irtisanoutuivat	Past
keltaisivat	Present
kumoutuu	Present
piittaisi	Present
lavastuksessa	None
viranomaista	None
käynnistettäisiin	Present
kehunut	Past
heijastetaan	Present
onnahdelkoot	Present
minimoidaan	Present
öljyliuskeen	None
ulottuva	Present
liittynyt	Past
kykeni	Past
ampukaa	Present
selväpiirteisen	None
kuroutunut	Past
kellu	Present
vasemmistolaisessa	None
ulottuu	Present
raskailla	None
jouduit	Past
jäykistää	Present
sietänyt	Past
leimasivat	Past
uhraavat	Present
suolaannuitte	Past
vilkastuu	Present
tahkolla	None
baptistikirkoin	None
kiittelee	Present
sovelsi	Past
irvaillaan	Present
painikkeille	None
jalostavat	Present
asenna	Present
sotavankia	None
lerpuitte	Past
pyydystää	Present
oletat	Present
puutu	Present
monivuotiset	None
kaulattava	Present
edistyy	Present
jonoutatte	Present
heittäytynyt	Past
tasoittakoon	Present
kiroavat	Present
kierteitystapeilta	None
taottiin	Past
kvantiileiksi	None
yksipuolistava	Present
osu	Present
roikkuvat	Present
kutevat	Present
kaksoisvoitoksi	None
jyskähtäisivät	Present
komentava	Present
saostaa	Present
juhlii	Present
suorittavat	Present
konstruoitiin	Past
naputtaisitte	Present
lisääntyvä	Present
kuljemme	Present
televisioidaan	Present
kuoppauduttava	Present
hämäräsokeus	None
narahtele	Present
tarhaan	Present
suuntaan	Present
vuorovaikutuksesta	None
dualismilla	None
muisti	Past
nähdään	Present
rekonstruoitiin	Past
kaavoitti	Past
huoletti	Past
kuuloluun	None
tarkentava	Present
listautuu	Present
pelattu	Past
taulukoitu	Past
tömähtivät	Past
kamppaileva	Present
vaaleanharmaita	None
raskauksissa	None
tallennu	Present
säilyttää	Present
riipustelisimme	Present
homobaareihin	None
metsäkanojen	None
katkesi	Past
vedätyttäkööt	Present
lainsäätäjänä	None
kirjoittivat	Past
ruuhkautunut	Past
kuultava	Present
poistettiin	Past
suostumuksin	None
uhkaisi	Present
hokee	Present
muotokuviin	None
surkastunut	Past
boliviantsintsillarotaksi	None
tsekkasin	Past
luettavat	Present
solisteista	None
päihteinä	None
itiöpesäkkeitä	None
kulminoidun	Present
lukaisee	Present
osingot	None
johtuu	Present
rakastimme	Past
ostaa	Present
kokemattomuudesta	None
siivittivät	Past
totutetaan	Present
yltävä	Present
rantautui	Past
ojitettu	Past
fototransistorien	None
poistava	Present
blandiksiin	None
huvittaisi	Present
suistui	Past
järjestetty	Past
pumpattiin	Past
huvitti	Past
giganttisine	None
