pönkität	pönkitä	Mood
paanuilla	paanulla	Number
muodoilta	muodot	Case
yhdentyisitte	yhdentykää	Mood
aerofobiset	isorintaiset	lemma
sanomaksi	sanomasta	Case
sijaava	sijattava	Voice
elostuisitte	elostunette	Mood
prostituutiota	prostituutiosta	Case
taemmilta	taempiin	Case
esitellet	esittelisit	Mood
asiattomaan	asiattomiin	Number
hujeltanen	hujeltanemme	Person
antiprotonina	antiprotoniksi	Case
kolopuun	kolopuiden	Number
saamelaisella	saamelaisilla	Number
pyhäpäivät	pyhäpäivä	Number
tyynysodalla	tyynysodilla	Number
hyvälaatuisia	hyvälaatuisiin	Case
miljoonakertaisia	miljoonakertaisilta	Case
melodikat	melodikojen	Case
graduaalisina	graduaalisena	Number
seesameina	seesameiksi	Case
ylävältä	leivättömältä	lemma
tuntuisena	maisena	lemma
mukavuuslaitosten	mukavuuslaitoksen	Number
esittänevät	esittänemme	Person
tavutti	tavutin	Person
epämuodikkaille	epämuodikkaalle	Number
hoipertanette	hoipertanevat	Person
vaisuista	kaasupitoisista	lemma
ylikuormaat	nollaudut	lemma
nyrkkipyykkiä	nyrkkipyykille	Case
ärrytään	ärryttäköön	Mood
jauhaannuttaneen	nöyhtäydyttäneen	lemma
köytti	köytit	Person
tahmaantuivat	tahmaantuvat	Tense
briljanttiselta	briljanttisena	Case
irrottautuivat	irrottautui	Number
oikeudenkäyntiin	oikeudenkäynnistä	Case
harvenna	harvennat	Mood
ehdotellette	ehdotellen	Person
soettaisiin	soettakoon	Mood
alpi	alvet	Number
mustasukkaiset	mustasukkainen	Number
makuasia	makuasiat	Number
käännellyt	kääntelevä	Tense
kasuaisin	kasunnen	Mood
kuvitteli	kuvittelivat	Person
viisiarvoisiksi	viisiarvoiseksi	Number
hinaisitte	hinatkaa	Mood
pykälöivät	pykälöin	Person
vaalenisin	vaalenisi	Person
metsäpäästäiset	metsäpäästäisillä	Case
nahalla	nahoilla	Number
kollektivisoiva	kollektivisoitava	Voice
ruuhka-ajalle	ruuhka-ajoille	Number
tukevan	kyberneettisen	lemma
tuliumissa	tuliumilta	Case
tulostitte	tulostit	Person
vispaannuimme	vispaannuin	Number
ryöstelevät	ryöstelet	Person
aseistuksena	aseistuksella	Case
törmäyskursseitta	seleenidioksideitta	lemma
pihkaantuisimme	pihkaantunemme	Mood
joustaisitte	joustatte	Mood
sörkittäneen	sörkittäisiin	Mood
paahtukaamme	paahtuisimme	Mood
kirjoituspöytään	kirjoituspöydättä	Case
polarisoimme	polarisoikaamme	Mood
nyökähdelkää	nyökähdelkäämme	Person
suomuisissa	suomuisitta	Case
vieraskoreat	kriminologiset	lemma
pohjanhyytelöjäkäliä	pohjanhyytelöjäkälää	Number
vajenisitte	vajenette	Mood
viruisivat	viruisitte	Person
virneellä	mikrorakenteella	lemma
kiksauttaisit	kiksauttaisimme	Person
ärsyyntykööt	ärsyyntykäämme	Person
monikulttuuristen	monikulttuurisen	Number
synekdokeella	synekdokeilla	Number
saapuneet-laatikossa	saapuneet-laatikoissa	Number
niksuisitte	niksuisi	Person
peilaa	peilaavat	Person
tillejä	tilliä	Number
ulstereineen	ulstereina	Case
aikuistuisi	miellyttäisi	lemma
levytykset	levytys	Number
puhdistuitte	puhdistuin	Person
molottaa	molotan	Person
epätodennäköisyydeksi	epätodennäköisyyksiksi	Number
kertoimet	kertoimista	Case
ikkunallisiin	juutalaisvastaisiin	lemma
agglutinoiville	lontoolaisille	lemma
koneellistaisin	koneellistaisi	Person
talkoot	talkoisiin	Case
sirotteissa	sirotteessa	Number
karvaiset	karvainen	Number
pohjainflaatioineen	pohjainflaatioihin	Case
laadunvarmistuksena	laadunvarmistuksina	Number
rouhinet	rouhinevat	Person
kaahattaneen	kaahattaisiin	Mood
koketeeraatte	koketeeraan	Person
holvannevat	holvannee	Person
hiihtokausille	hiihtokaudelle	Number
kosmologioille	kosmologialle	Number
upottavat	salakuljettavat	lemma
vichyvettä	vichyvesiä	Number
lennokki	lennokit	Number
hihhuloinet	hihhuloisit	Mood
halveksisit	halveksisitte	Number
olympialuokkana	olympialuokalla	Case
alimmaisen	runsaslukuisen	lemma
avauserissä	merikelpoisuuksissa	lemma
hyökkäilee	hyökkäilevät	Number
roviota	rovioita	Number
kasvaisit	kasvaisin	Person
kvaliteetissa	kvaliteeteissa	Number
aerobikkaajiin	mielenkiintoihin	lemma
syljeksiköön	syljeksinee	Mood
tykyttäisit	tykytät	Mood
kujerretaan	kujerrettaisiin	Mood
figuurin	figuuria	Case
nelinkertaistunen	nelinkertaistun	Mood
polskikaa	polskisitte	Mood
entrattaneen	entrattakoon	Mood
pesintänä	pesintä	Case
kiikkuu	kiikkunee	Mood
suurtaajuuttä	suurtaajuuden	Case
risokoon	risonee	Mood
pokkaat	pokkaatte	Person
diagnostinen	diagnostisessa	Case
koentsyymiä	koentsyymeitä	Number
itsekunnioitus	pinseri	lemma
intolerantilla	intoleranteilla	Number
uhkayritykseen	uhkayrityksellä	Case
kertymisinä	kertymisenä	Number
kuhmuuntuisit	kuhmuuntuisitte	Person
ulkokaihtimelta	ulkokaihtimella	Case
tapionherkkusienelle	tapionherkkusienellä	Case
valtavaa	kolkkoa	lemma
sokeeraamme	sokeerasimme	Tense
hypnotisoituu	löyhtyy	lemma
naaraavat	naaratkoot	Mood
rykmentiksi	rykmentin	Case
puhdistuksesta	puhdistus	Case
thanatologiaan	salkunkantajaan	lemma
ydinhyökkäyksettä	neuvottelukunnatta	lemma
hypnotisoidulta	jollaiselta	lemma
adolesentiltä	shiialaiselta	lemma
lauleskellevat	lauleskelevat	Mood
eläkööt	paleltukoot	lemma
ahmaisit	ahmaiset	Tense
avopäisittä	avopäisettä	Number
bolševismeilta	bolševismeista	Case
happamimmalta	happamimmilta	Number
kuumavalssasin	kuumavalssasivat	Person
kylläisille	kylläisinä	Case
kytistä	kytät	Case
tahrannette	pelännette	lemma
ilmapöhöjä	opastajia	lemma
pikavuoroille	pikavuorolle	Number
uniikkikappaleiksi	uniikkikappaleilta	Case
kuurosateeseen	kuurosateisiin	Number
musertakaamme	musertanemme	Mood
autoimmuniteetilta	autoimmuniteetitta	Case
rauduskoivuihin	rauduskoivuun	Number
ulosotoilta	ulosotoitta	Case
julkilausumattomiin	julkilausumattomilla	Case
äänialan	ääniala	Case
konkatkoot	konkatkaamme	Person
seesaminsiemenettä	seesaminsiemenen	Case
tämäntalvisessa	kyseliäässä	lemma
esiteltäneen	seivästettäneen	lemma
pronssinvaluihin	pronssinvaluista	Case
jytämusalle	jytämusassa	Case
oksennustauteja	oksennustaudit	Case
loikonen	loikoisin	Mood
synodisissa	itsekkäissä	lemma
piirustetaan	piirustettaneen	Mood
hillitkööt	polkekoot	lemma
uudelleenjärjestelyt	uudelleenjärjestely	Number
keski-ikäistyisivät	keski-ikäistyisin	Person
syntesoikoot	rajoittakoot	lemma
umpioinevat	umpioinette	Person
harhautuu	harhautui	Tense
hartsannee	hartsatkoon	Mood
nelivarvassiilissä	nelivarvassiileissä	Number
herpaantukoon	herpaantukoot	Person
venatkoot	venatkoon	Person
täysperävaunuyhdistelmineen	pulkkineen	lemma
ahdasrajaisuuksitta	ohrajauhoitta	lemma
tähdittänet	tähdittänemme	Person
äitelöitän	äitelöittää	Person
fysiologisiin	seremoniallisiin	lemma
sotavankeina	sotavangeille	Case
lyijyttäisitte	lyijyttänette	Mood
ahdistavissa	monogaamisissa	lemma
atomiytimin	metaanihydraatein	lemma
uhonnevat	uhonnet	Person
häkellyitte	häkellyit	Number
jenkoja	jengoitta	Case
minisarjatta	minisarjalla	Case
kolmiulotteinen	kolmiulotteiset	Number
alkeellisena	nutritiivisena	lemma
leijonille	leijonissa	Case
enemmistöläinen	enemmistöläistä	Case
pysyttelee	pysyttelet	Person
budjattiin	koneistettiin	lemma
elefanttitauditta	elefanttitaudeitta	Number
äidittömät	kutiavat	lemma
kattaa	poikia	lemma
yksiselitteisessä	yksiselitteisissä	Number
änkytettäneen	laillistuttaneen	lemma
korjuutat	korjuuttaisit	Mood
sammutteessa	sammutteelle	Case
surullisia	surullista	Number
lehahtaisit	lehahda	Mood
juomua	ränttüä	lemma
hinnoittaisivat	hinnoittaisit	Person
hudeissa	ritvoissa	lemma
epäilyksiä	epäilystä	Number
kirkolliselle	kirkollisille	Number
pitkäperjantaista	pitkäperjantaille	Case
mendelistisille	mendelistiselle	Number
sekvensoisimme	sekvensoisitte	Person
jutteli	juttelin	Person
totuudenmukaisilta	ruskeanharmailta	lemma
toiveen	piirretyn	lemma
kääntimille	kääntimelle	Number
matriarkkoihin	matriarkkaan	Number
latvonette	latvoisitte	Mood
tiedenaisiksi	tiedenaisia	Case
kristityissä	kristityssä	Number
päitsissä	päitsittä	Case
yllättävä	laventuva	lemma
oksetuslääkkeissä	oksetuslääkkeessä	Number
vaaruttava	vaaruttu	Tense
tähkisivät	tähkivät	Mood
diamagneettisella	näkymättömällä	lemma
vihlaisisin	vihlaisen	Mood
filmatkoot	legitimoikoot	lemma
sydämelliset	rauhallisemmat	lemma
suunnistus	suunnistukset	Number
koukuttanee	koukuttanevat	Person
neuroottistuu	neuroottistun	Person
kiistat	kiistoiksi	Case
tyrmäystippaan	tyrmäystippoihin	Number
konekirjoitatte	konekirjoitamme	Person
hyväkuntoinen	kauniimpi	lemma
maitoin	maittoi	Person
glaukofaaniin	misseyteen	lemma
syyttävän	kaksivaiheisen	lemma
johdottanevat	johdottaisivat	Mood
perhetuttujen	perhetutuista	Case
ornitopterilla	ornitopterin	Case
kilahtelisivat	kilahtelisimme	Person
värväytyy	sättii	lemma
tietovisoina	preeriavaivaishiirinä	lemma
yksityisviestittä	yksityisviesteittä	Number
aikamuodoitta	letkukiristimittä	lemma
pörhistyisi	pörhistynee	Mood
hidastin	hidastan	Tense
kristittyjen	kristityn	Number
suvaitsevaisille	peremmille	lemma
yhteystietoon	yhteystiedolla	Case
taistelunhaluisetta	taistelunhaluisitta	Number
kolisutetaan	kolisutettiin	Tense
wokatkaa	kyetkää	lemma
liehtonen	liehtonevat	Person
yliolkaisuuksille	yliolkaisuudet	Case
universaalisempien	parabolisten	lemma
uisteleva	penetroiva	lemma
kolonisoisin	kolonisoinen	Mood
japaninpäästäisillä	kurjuuksilla	lemma
nurmettaisit	nurmetat	Mood
tradenomien	moitteiden	lemma
benediktiininunnalta	benediktiininunna	Case
kärytettäisiin	kourittaisiin	lemma
tabuloisin	tabuloisit	Person
liittoutunemme	liittoutunevat	Person
ranteet	ranne	Number
tuulenpuolet	tuulenpuoli	Number
prakaatte	prakatkaa	Mood
peuhaisivat	peuhatkoot	Mood
huonekasvitta	huonekasvissa	Case
alushameetta	alushameella	Case
ansa	ansaa	Case
röyhistänee	röyhistää	Mood
partavaahdokkeisiin	partavaahdokkeiksi	Case
jossitteluun	jossittelun	Case
dominikaaniveli	lankkaus	lemma
kellastuisivat	kellastunevat	Mood
erilaistuisi	erilaistuisit	Person
takalistoille	takalistolle	Number
renkaana	renkaina	Number
osakekauppoina	osakekaupoilta	Case
latinoimme	latinoit	Person
dubleessa	dublee	Case
amharalta	amharaa	Case
varteenottakoon	varteenottakoot	Person
käytännöltä	käytäntö	Case
ansaalta	ansaalla	Case
hytkäytimme	hytkäyttivät	Person
epärelevantein	pilvettömin	lemma
nukketaloksi	nukketaloon	Case
nokkeluuksiin	nokkeluudet	Case
viiksikkäiksi	säästeliäiksi	lemma
ekstrapoloit	ekstrapoloimme	Person
lakoonnun	lakoonnuin	Tense
pulmussirreineen	pulmussirrit	Case
suolsit	listasit	lemma
homehtuisimme	homehtunemme	Mood
emuloit	emuloivat	Person
blondaan	blondannen	Mood
rikkoutunen	rikkoutunet	Person
kylmäveriset	kylmäverinen	Number
rokkivideoiksi	rokkivideoksi	Number
asetoniperoksideilta	asetoniperoksidilta	Number
kansallispuvulle	kansallispuvuille	Number
häivytettäisiin	kinkattaisiin	lemma
kaavamaistettava	kirjoituttava	lemma
itsenäistäisitte	itsenäistäisi	Person
louhii	louhivat	Person
aktiivisuus	aktiivisuudessa	Case
viileyksillä	viileydet	Case
huipistuisivat	huipistukoot	Mood
nytkäytettäneen	nytkäytettäisiin	Mood
tärskynet	tärskynette	Number
odotutan	odotuttaa	Person
varjonyrkkeilisit	varjonyrkkeilisi	Person
nappaisin	nappaan	Mood
markiiseille	markiiseilta	Case
biomateriaalit	biomateriaaleineen	Case
soristaisiin	soristakoon	Mood
murentunet	murentunen	Person
huokuivat	kivittivät	lemma
paisutatte	paisutitte	Tense
abakteriellista	oudonnäköisestä	lemma
päärlyistä	päärlyissä	Case
